pool_size,top_k,system,redundancy_all,redundancy_pros,redundancy_cons,conflict_density,conflict_count,n_policies
50,10,System B,0.5991034726301829,0.6229307820399602,0.5975295712550481,0.7086190035141142,71.06666666666666,30
50,15,Baseline A,0.7382633825143178,0.7663921813170115,0.7475283563137054,0.6721133128348357,151.06666666666666,30
50,15,Baseline B,0.47493395109971365,0.48995245397090914,0.487432399392128,0.37438279469986874,84.0,30
50,15,System A,0.49774204393227894,0.5073665956656138,0.5121529708305995,0.36608357631788346,81.73333333333333,30
50,15,System B,0.6071819831927617,0.6339040537675221,0.6111709773540497,0.7054933918726374,159.16666666666666,30
50,20,Baseline A,0.7082520882288615,0.7363318900267283,0.7206386208534241,0.5778365631285803,230.5,30
50,20,Baseline B,0.48291424810886385,0.5001012523969014,0.49374191065629325,0.36673522137809755,145.93333333333334,30
50,20,System A,0.5130307982365291,0.525041463971138,0.5296480099360148,0.37504907571876006,149.26666666666668,30
50,20,System B,0.6063544034957886,0.6357322146495183,0.6114270359277725,0.7003982829950064,280.53333333333336,30
50,30,Baseline A,0.6374959250291189,0.6661272982756297,0.6547162930170695,0.483201098840074,434.26666666666665,30
50,30,Baseline B,0.48562085429827373,0.5015671024719874,0.4977648168802261,0.37482352584591666,335.3666666666667,30
50,30,System A,0.5306416779756546,0.5498938649892807,0.5452039410670598,0.39165370592372095,351.1333333333333,30
50,30,System B,0.598770280679067,0.6281803756952286,0.6031321465969086,0.6826354940827806,614.9666666666667,30
100,5,Baseline A,0.8546042402585348,0.8884115854899088,0.8623523195584615,0.9447972551020213,23.633333333333333,30
100,5,Baseline B,0.4842197984457016,0.48867912391821544,0.5135446061690648,0.3750245213468127,9.3,30
100,5,System A,0.4536465615034103,0.4395906945069631,0.4426378458738327,0.3369838579258157,8.433333333333334,30
100,5,System B,0.5570581158002218,0.5837902386983236,0.5275729735692342,0.6852001505013345,17.166666666666668,30
100,10,Baseline A,0.8228854576746623,0.8579966247081756,0.8267994205156962,0.8956892041698836,89.63333333333334,30
100,10,Baseline B,0.4827328592538834,0.5096152504285176,0.4942703942457835,0.37461904186246164,37.333333333333336,30
100,10,System A,0.4690455118815104,0.4740559806426366,0.47930135726928713,0.3327795744490299,33.03333333333333,30
100,10,System B,0.5891098290681839,0.6262926052014033,0.5811307261387507,0.6890702494383399,68.9,30
100,15,Baseline A,0.7979338745276133,0.8314507166544597,0.8015486160914104,0.8450443838807655,190.26666666666668,30
100,15,Baseline B,0.48047875265280404,0.49720875720183055,0.4967098404963811,0.3757999593321465,84.13333333333334,30
100,15,System A,0.48979052901268005,0.5014382759730022,0.5001897921164831,0.363568607035519,81.36666666666666,30
100,15,System B,0.60068778693676,0.6366227646668752,0.5993100474278132,0.7012808380463066,157.8,30
100,20,Baseline A,0.7764850000540415,0.8091159204641978,0.7801457504431407,0.7816857579619606,312.96666666666664,30
100,20,Baseline B,0.48295123477776847,0.5011584927638372,0.49730489452679955,0.3850817381934702,153.6,30
100,20,System A,0.5083210647106171,0.5254973302284877,0.5160992741584778,0.36695299628384237,145.76666666666668,30
100,20,System B,0.6037138203779856,0.6312029163042704,0.607422078649203,0.7069884741194312,282.9,30
100,30,Baseline A,0.7395190993944804,0.7696152706940969,0.7474082152048747,0.6674056032702251,600.8333333333334,30
100,30,Baseline B,0.482604385415713,0.5032194246848424,0.489598286151886,0.378895356790948,339.76666666666665,30
100,30,System A,0.5315079053243001,0.5478036959966024,0.544092039267222,0.3938031587082102,352.1666666666667,30
100,30,System B,0.6088852286338806,0.6352109601100285,0.6128479599952698,0.7091458964948515,638.6666666666666,30
200,5,Baseline A,0.8712708314259847,0.9024774213631948,0.882617038488388,0.9399626488612653,23.533333333333335,30
200,5,Baseline B,0.4864712158838908,0.5103638201951981,0.5054616838693619,0.43679266653140064,10.933333333333334,30
200,5,System A,0.45279762943585716,0.44780727724234265,0.4302929917971293,0.3340371920721293,8.2,30
200,5,System B,0.5230104327201843,0.5363288233677547,0.5002889861663182,0.6218383818258033,15.533333333333333,30
200,10,Baseline A,0.8555500149726868,0.8876983761787415,0.8639576296011607,0.9467953659484404,94.8,30
200,10,Baseline B,0.48003843824068704,0.5146568755308787,0.47396285037199654,0.36392135833778533,35.9,30
200,10,System A,0.470340750614802,0.47821479141712187,0.4740897576014201,0.33433563668885224,33.166666666666664,30
200,10,System B,0.5514172474543254,0.5719634513060252,0.5564436137676239,0.6412984297538309,64.33333333333333,30
200,15,Baseline A,0.8423981885115306,0.8754218260447184,0.8492101510365804,0.9337615408987319,210.4,30
200,15,Baseline B,0.4837717205286026,0.512043156226476,0.4917193581660589,0.36848940747237635,82.2,30
200,15,System A,0.48978147506713865,0.5039033969243367,0.49684978723526,0.33605512787061104,75.1,30
200,15,System B,0.562585386633873,0.5829525341590246,0.5748124013344447,0.6484142069480494,146.06666666666666,30
200,20,Baseline A,0.8282683829466502,0.8635985255241394,0.8314585149288177,0.9144063394938331,366.2,30
200,20,Baseline B,0.49414045015970864,0.5129908422629038,0.5070555239915848,0.3727593375134639,148.26666666666668,30
200,20,System A,0.5047405819098155,0.5219811936219533,0.513311356306076,0.3523179609930848,139.96666666666667,30
200,20,System B,0.5708093792200089,0.5914897123972574,0.5814469635486603,0.6595688515234194,264.1,30
200,30,Baseline A,0.8039873937765757,0.8389434655507405,0.8055274566014607,0.8660564703784976,780.7666666666667,30
200,30,Baseline B,0.48810900151729586,0.5056268165508906,0.497546183069547,0.3769465880908811,338.23333333333335,30
200,30,System A,0.5287675847609837,0.550607078274091,0.5352058132489522,0.37195774622364886,332.8,30
200,30,System B,0.5741406500339508,0.595343616604805,0.5844532003005346,0.6591350920532127,593.4333333333333,30
